url,name,total_time,rating_value,rating_count,calories,fat_g,sat_fat_g,sugar_g,fiber_g,cholesterol_mg,sodium_mg,carbs_g,protein_g,ingredients
www.loveandlemons.com/chia-seed-pudding/,Chia Seed Pudding,495m,4.81,216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,½ cup unsweetened almond milk; 2 tablespoons chia seeds; ½ teaspoon maple syrup; ⅛ teaspoon cinnamon; Tart cherries; Blueberries; Chopped nuts or granola; Coconut flakes; Maple syrup
www.recipetineats.com/cheesy-italian-arancini-balls/#wprm-recipe-container-24951,Cheesy Italian Arancini Rice Balls,90m,4.98,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2 tbsp butter; 2  garlic cloves (, minced); 1  small onion (, finely diced (white, yellow, brown)); 1 1/2 cups risotto rice ((arborio)); 1/2 cup white wine ((or substitute with broth/stock or water)); 3 1/2 cups chicken broth/stock; 1 cup milk; 1  egg; 1 cup grated cheddar cheese; 3/4 cup grated mozzarella cheese; 2 1/2 tbsp finely chopped fresh parsley (, or 1 1/2 tbsp dried parsley (Note 1)); 1/2 tsp salt; Pepper; 1/2 cup plain flour; 1/2 tsp salt; Black pepper; 2  eggs; 2 cups panko breadcrumbs; Cooking oil ((I used vegetable oil))"
pinchofyum.com/portobello-french-dip-with-horseradish-aioli,Portobello French Dip with Horseradish Aioli,45m,5,65,653,43.2,13.1,7.4,3.7,46.8,1842.7,46.8,19,"4 portobello mushroom caps, sliced into thin strips; 2-3 tablespoons olive oil; 1-2 teaspoons Montreal steak seasoning (or just a sprinkle of salt and pepper); 2 tablespoons butter; 1 large onion, thinly sliced; 1/4 cup white wine; 1 tablespoon Worcestershire (omit for vegetarian / vegan); 1 tablespoon soy sauce ; 2 cups beef or vegetable broth; salt, pepper, and a pinch of sugar to taste; 1/2 cup mayo; 1 teaspoon horseradish; 1 clove garlic, grated; pinch of salt; 4 crusty sourdough rolls, or a baguette cut into 4 sections ; Provolone cheese slices"
www.skinnytaste.com/high-protein-oat-waffles/,High Protein Waffles,15m,4.88,150,121,4.5,1.5,1.5,1.5,81,224.5,12,8.5,2/3 cup 4% milk fat small curd cottage cheese; 2 large  eggs (separated); 1 teaspoon vanilla extract; 1 tablespoon sugar ((optional)); 6 tablespoons water; 1 cup oat flour (*or grind old-fashioned rolled oats in blender); 1/2 teaspoon baking powder; 1/4 teaspoon kosher salt
feastandwest.com/cheddar-cheese-popcorn/,Cheddar Cheese Popcorn,8m,4.98,74,106,7,4,3,1,16,436,9,2,1/2 cup uncooked popcorn kernels (around 15 cups popped popcorn); 4 tablespoons salted butter (melted); 1/2 cup cheddar cheese powder; 1/4 teaspoon salt (to taste)
www.loveandlemons.com/scrambled-eggs-recipe/,How to Make Scrambled Eggs,5m,4.92,98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3  large eggs; 1 teaspoon milk, plant milk, or water; Extra-virgin olive oil or butter (for the pan); Sea salt and freshly ground black pepper; Chopped fresh chives (optional, for garnish)"
sallysbakingaddiction.com/skillet-chicken-with-creamy-cilantro-lime-sauce/,Creamy Cilantro Lime Chicken,40m,4.9,84,396,23.7,11.1,1.5,0.5,165.9,254.4,4.3,40.8,"1.5 pounds (24 ounces/680g) boneless, skinless chicken breasts; 1/4 teaspoon salt; 1/4 teaspoon freshly ground black pepper; 1 Tablespoon olive oil; 1 and 1/2 cups (360ml) chicken broth (I recommend reduced sodium); 3 Tablespoons (45ml) fresh lime juice; 1/2 cup (60g) chopped red onion; 2 Tablespoons chopped fresh cilantro; 1/2–1 teaspoon red pepper flakes*; 1/3 cup (5 Tablespoons/80ml) heavy cream*; 1/4 cup (4 Tablespoons/56g) unsalted butter; optional: lime wedges and more cilantro for garnish"
feastandwest.com/stovetop-apple-cider/,Homemade Apple Cider,195m,5,64,198,0.3,0.1,28,3,N/A,18,34,0.5,"9  apples of several varieties ((I used 3 each of red, yellow and green apples)); 1  orange; 1  lemon; 1 tablespoon whole cloves; 4  cinnamon sticks; 1  whole nutmeg; ¼  whole star anise; 1 gallon water; 1 cup brown sugar (to taste ); ¼ cup pure maple syrup (to taste ); 2 cups bourbon whiskey (or rum, optional)"
www.loveandlemons.com/okonomiyaki/,Okonomiyaki,25m,4.82,182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3 packed cups finely shredded cabbage (about ½ medium*); 1¼ cups chopped scallions (about 1 bunch); 1 cup panko breadcrumbs; ¾ teaspoon sea salt; 3  large eggs (beaten); Extra-virgin olive oil (for brushing); Vegan Worcestershire sauce (Annie’s recommended); Mayo (Sir Kensington’s or Kewpie recommended); Sesame seeds; Pickled ginger; ½  sheet nori (sliced**); ½ cup microgreens (optional)
www.skinnytaste.com/peruvian-green-sauce/,Peruvian Green Sauce,10m,4.88,141,22,2,0.5,0.5,0.5,1.5,64,1,0.5,2 tablespoons olive oil; 1/4 cup chopped red onion; 1/2 cup light Hellman’s mayonnaise (use compliant mayo for whole30); 2 tablespoons white vinegar; 4 teaspoons yellow mustard (Guldens); 1/2 teaspoon kosher salt; 1/4 teaspoon freshly ground black pepper; 3  jalapeños (roughly chopped seeded but keeping the ribs (about 1 cup/3 oz)); 2 cups chopped fresh cilantro leaves and stems (2 oz rinsed well); 3  medium cloves garlic (crushed through a press)
www.loveandlemons.com/lemon-glaze/,Lemon Glaze,5m,4.88,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 cup powdered sugar; 2 to 3 tablespoons fresh lemon juice
www.loveandlemons.com/tahini-dressing/,Tahini Dressing,10m,4.87,135,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,¼ cup smooth tahini*; 3 tablespoons water (plus more if needed); 2 tablespoons fresh lemon juice; 2 tablespoons extra-virgin olive oil; 1 tablespoon maple syrup; 1 teaspoon toasted sesame oil; 1  small garlic clove (grated); ¼ teaspoon sea salt
www.recipetineats.com/carrot-cake-cupcakes/#wprm-recipe-container-58265,Carrot Cake Cupcakes with Cream Cheese Frosting,45m,4.99,68,458,21,13,52,1,62,268,65,4,"440g / 14 oz  (1 can) crushed pineapple in juice (, drained but RESERVE juice (Note 1)); 1/2 cup milk (, at room temperature (full fat best, low fat ok)); 1/2 tsp white vinegar (or lemon juice or other clear vinegar, (Note 2)); 2  large eggs (, at room temperature); 1 cup brown sugar ((loosely packed)); 1/3 cup vegetable oil ((or canola)); 1 1/3 cups flour (, plain / all-purpose); 1 1/4 tsp baking soda  ((aka bicarb soda, Note 3) (NOT BAKING POWDER!)); 1/4 tsp salt; 1 1/4 tsp cinnamon powder; 1 1/3 cups shredded carrot (, 1 medium carrot peeled  (Note 4)); 2 tbsp coconut (, shredded or desiccated (unsweetened)); 1/3 cup walnuts or pecans (, roughly chopped (ie. measure after chopping)); 180g / 6oz  cream cheese (, at room temperature (Note 5)); 90g / 6 tbsp  unsalted butter (, softened (17°C/62°F)); 3 1/2 cups soft icing sugar / powdered sugar (, sifted (Note 6)); 1/2 tsp vanilla extract; 1/8 tsp salt; 1/4 cup walnuts or pecans (, moderately finely chopped)"
www.recipetineats.com/salisbury-steak-meatballs-with-mushroom-gravy/#wprm-recipe-container-80047,Salisbury steak meatballs with mushroom gravy,N/A,4.92,92,381,24,10,3,1,114,870,15,25,"3/4 cup panko breadcrumbs ((Note 1)); 1/2  onion (, peeled (brown/yellow)); 500g / 1 lb  beef mince (ground beef); 1  garlic clove (, minced); 1  egg; 1 tbsp ketchup ((or Aussie tomato sauce)); 1  beef bouillon cube (, crumbled (Note 2)); 1/2 tsp Worcestershire sauce; 3 tsp dijon mustard (OR 2 tsp dry mustard powder); 1 tbsp olive oil; 2 tbsp / 30g  unsalted butter; 250 g / 8 oz  mushrooms (, sliced); 1/4 tsp each cooking/kosher salt &amp; pepper; 2  garlic cloves (, minced); 2 cups beef stock (, low sodium); 1/4 tsp each cooking/kosher salt &amp; pepper; 3 tbsp flour ((all purpose / plain)); 2 tbsp water; 2 tsp dijon mustard; 2 tsp Worcestershire sauce; Mashed potato ((or rice or pasta)); Parsley (, finely chopped (optional))"
www.recipetineats.com/greek-chicken/#wprm-recipe-container-30833,Greek Chicken,58m,4.98,72,442,27,6,2,N/A,195,818,5,41,"1.25 kg / 2.5 lb   drumsticks and chicken thighs (, bone in skin on (Note 1)); 6  garlic cloves (, minced (~ 2 tbsp)); 2 tbsp white wine vinegar ((or red wine or apple cider vinegar)); 1/2 cup / 125 ml  lemon juice; 2 tbsp extra virgin olive oil; 3/4 cup Greek yogurt ((I use Farmers Union)); 1 1/2 tbsp dried oregano; 1 tsp salt; 1/2 tsp black pepper; Plain Greek yogurt or Tzatziki; Fresh oregano leaves ((optional))"
www.loveandlemons.com/what-is-fennel/,What is Fennel? + Roasted Fennel,25m,4.98,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1  fennel bulb (fronds removed and cut into wedges); Extra-virgin olive oil (for drizzling); Sea salt and freshly ground black pepper
www.loveandlemons.com/vegan-mac-and-cheese/,Vegan Mac and Cheese,30m,4.9,112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,¾ cup peeled and diced Yukon Gold potato; ¾ cup peeled and diced sweet potato; 2  garlic cloves; ¼ cup  raw cashews; 1 tablespoon apple cider vinegar; 2 tablespoons nutritional yeast; ½ teaspoon onion powder; ½ teaspoon sea salt; ¼ cup extra-virgin olive oil; ¼ cup water; 12 ounces elbow macaroni; sea salt (to taste)
www.skinnytaste.com/mini-turkey-meatball-vegetable-soup/,Mini Turkey Meatball Vegetable Soup,75m,4.99,68,229,9,N/A,4,3,87,747,14,21,20 oz ground turkey breast 93% lean (1.3 lb ); 1/4 cup seasoned whole wheat breadcrumbs (*); 1/4 cup grated Parmesan cheese; 1/4 cup parsley (finely chopped); 1 large  egg; 1/4 cup onion (minced); 1 clove garlic (minced); 1/4 tsp kosher salt; 32 oz-container  reduced sodium chicken broth (*); 2 tsp olive oil (extra virgin); 1/2 cup chopped onion; 1 cup diced carrots; 1/2 cup diced celery; 2  garlic cloves (minced); 2  14.5 oz cans petite diced tomatoes; Parmesan cheese rind (optional); 1  fresh rosemary sprig; 2  bay leaves; 2 tbsp chopped fresh basil; 1/4 cup chopped fresh Italian parsley; 1/2 tsp kosher salt and fresh black pepper; 8 oz zucchini (diced); 2 cups fresh spinach (chopped ); extra parmesan cheese for garnish (optional)
www.skinnytaste.com/shepards-pie-lightened-up/,"Shepherd's Pie, Lightened Up",100m,4.87,158,275,7,3,3,5,45,331,31,22,"1-1/2 pounds Yukon Gold potatoes (peeled, diced); 3/4 cup chicken broth; 2 tablespoon reduced-fat sour cream; salt and pepper; paprika; 1 lb 95% lean ground beef; 1 teaspoon olive oil; 1 medium onion (diced); 1  celery stalk (chopped); 2 cloves garlic (diced); 8 ounces mushrooms (diced); 10 ounces frozen mixed vegetables (carrots, corn, peas, green beans, baby lima beans); 2 tablespoons flour (or use GF flour); 1 cup fat free beef broth; 1 tablespoon tomato paste; 1 teaspoon Worcestershire sauce; 1 teaspoon freshly rosemary leaves (chopped); 1 teaspoon freshly thyme leaves (chopped); kosher salt and black pepper (to taste)"
sallysbakingaddiction.com/christmas-sugar-cookies/,Christmas Sugar Cookies Recipe with Easy Icing,2h 10m,4.8,146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2 and 1/4 cups (281g) all-purpose flour (spooned and leveled), plus more as needed for rolling and work surface; 1/2 teaspoon baking powder; 1/4 teaspoon salt; 3/4 cup (12 Tbsp; 170g) unsalted butter, softened to room temperature; 3/4 cup (150g) granulated sugar; 1 large egg, at room temperature; 2 teaspoons pure vanilla extract; 1/4 or 1/2 teaspoon almond extract (optional, but makes the flavor outstanding)*; 3 cups (360g) confectioners’ sugar; 1/2 teaspoon pure vanilla extract (omit and replace with water for stark white icing); 2 teaspoons light corn syrup*; 4.5–5 Tablespoons (67–75ml) room temperature water; pinch salt*; optional: gel food coloring &amp; sprinkles for decorating"
www.recipetineats.com/pupcakes-easy-dog-cupcakes-with-frosting/#wprm-recipe-container-45776,"Pupcakes! (dog cupcakes with ""frosting"")",40m,4.99,69,40,1,1,5,1,27,12,8,1,"2  ripe bananas ((150g/5oz after peeling, ~2/3 cup mashed)); 1/2 cup  peanut butter (, smooth or creamy (Note 1)); 1/3 cup  honey; 2  eggs; 1 1/2 cups  flour (, all purpose/plain OR wholewheat/wholemeal (Note 2)); 2 1/2 tsp baking powder; 1/4 cup  oil (, vegetable, canola, peanut or olive oil); 3/4 cup  water; 500g / 1lb  potatoes (, peeled and cut into 2 cm/1"" pieces); 2 tbsp honey; 1/2 cup  yogurt, plain low fat  ((any unsweetened type) OR sour cream); 2 - 4 tbsp water; 12  small dog bone biscuits (, for decorating (optional))"
feastandwest.com/apple-simple-syrup/,Apple Simple Syrup,30m,4.97,66,86,0.2,0.02,21,1,N/A,3,22,0.1,1 large red apple (diced); 1 cup water; 1 stick cinnamon; 2 whole cloves; ½ cup sugar
www.skinnytaste.com/breakfast-pizza/,Breakfast Pizza (Packed With Protein!),30m,4.89,134,271,9,4,2.5,1.5,198.5,568,27,20.5,"1 cup (5 oz) all purpose or white whole wheat flour*; 1 1/2 teaspoons baking powder; 1/2 teaspoon kosher salt; 1 cup non-fat Greek yogurt (not regular, drained if theres any liquid); handful baby spinach; 2 ounces (1/2 cup) shredded mozzarella cheese; 8  cherry tomatoes (sliced); 4  large eggs; 2  strips cooked center cut bacon (chopped)"
www.recipetineats.com/slow-cooker-beef-stroganoff/#jump-watch,Slow Cooker Beef Stroganoff,510m,4.87,153,666,44,19,3,2,204,1474,12,59,"1.75kg/ 3.5lb   beef chuck or other stewing beef (, cut in 4cm / 1.5” cube (Note 1)); 1.5 tsp each salt and pepper; 2 tbsp oil; 20 g/ 1 tbsp   butter (, unsalted); 1  large onion (, halved then sliced into 1 cm / 2/5"" slices); 4  garlic cloves (, minced); 7 tbsp flour (, plain / all purpose); 4 tbsp Dijon Mustard; 1 litre / 1 quart  beef stock/broth (, reduced salt); 1 1/2 cups sour cream (, full fat best); 3 tbsp/ 45 g   butter (, unsalted); 700 g / 1.2 lb  mushrooms (, sliced into 0.5cm thick slices); 3  garlic cloves (, finely minced); 1/2 tsp salt and pepper; Pasta, wide egg noodles, mashed potato; Chives for garnish"
sallysbakingaddiction.com/carrot-cake-loaf/,Carrot Cake Loaf (Quick Bread),4h,4.8,143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 and 1/2 cups (188g) all-purpose flour (spooned &amp; leveled); 1 teaspoon baking powder; 3/4 teaspoon baking soda; 1/4 teaspoon salt; 1 teaspoon ground cinnamon; 1/2 teaspoon ground ginger; 1/4 teaspoon ground nutmeg; 1/2 cup (120ml) vegetable oil, canola oil, or melted coconut oil; 2 large eggs, at room temperature; 1 cup (200g) packed light or dark brown sugar* (see note); 1/3 cup (80g) unsweetened applesauce or yogurt, at room temperature; 1 teaspoon pure vanilla extract; 1 and 1/2 cups (200g) peeled and shredded carrots* (about 3 large carrots); optional add-in: 3/4 cup chopped walnuts or pecans, raisins, or dried cranberries; 4 ounces (113g) full-fat brick cream cheese, softened to room temperature; 2 Tablespoons (28g) unsalted butter, softened to room temperature; 1 cup (120g) confectioners&#8217; sugar; 1/2 teaspoon pure vanilla extract; 1/4 teaspoon ground cinnamon; pinch salt"
feastandwest.com/baby-guinness/,Baby Guinness Shots,2m,5,60,96,1,1,11,N/A,N/A,2,12,0.2,¾ ounces coffee liqueur (such as Kahlua); ¼ ounce Irish cream liqueur (such as Baileys)
www.skinnytaste.com/cheeseburger-salad/,Cheeseburger Salad,20m,4.99,65,311,17,5,4.5,4,79,417,11.5,28,1 pound 93% lean ground beef; ¼ teaspoon kosher salt; Freshly ground black pepper (to taste); 4 cups chopped romaine lettuce; 4  dill pickle spears (chopped); 1/2  small red onion (sliced into rings); 4 ounce avocado (cubed (from 1 small haas)); 1 cup cherry tomatoes (halved); 1/4 cup reduced-fat shredded cheddar cheese; 1/4 cup light mayonnaise; 1 teaspoon mustard; 1 teaspoon dill pickle juice; 4 teaspoons ketchup (sugar free for Keto); 1/4 teaspoon onion powder; 1/4 teaspoon garlic powder; 1/4 teaspoon paprika
www.budgetbytes.com/slow-cooker-beef-stew/,Crockpot Beef Stew Recipe,270m,4.75,208,269,8,N/A,N/A,3,N/A,591,26,23,2 lbs. red potatoes ($2.40); 1  yellow onion ($0.37); 3  carrots ($0.44); 4 stalks celery ($0.44); 4 cloves garlic ($0.32); 1.5 lbs. beef stew meat ($11.24); 2 Tbsp all-purpose flour ($0.03); 1/4 tsp salt ($0.02); 1/4 tsp Freshly cracked black pepper ($0.02); 2 Tbsp cooking oil ($0.08); 2 cups beef broth ($0.27); 2 Tbsp Dijon mustard ($0.13); 1 Tbsp Worcestershire sauce ($0.06); 1 Tbsp soy sauce ($0.06); 1.5 tsp brown sugar ($0.02); 1.5 tsp dried rosemary ($0.15); 1.5 tsp dried thyme ($0.15)
www.skinnytaste.com/broiled-or-grilled-pollo-sabroso/,Broiled or Grilled Pollo Sabroso,25m,4.98,69,181,6,1.5,N/A,N/A,140,383.5,0.5,29.5,6 medium chicken thighs (with bone and skin); 1 tbsp vinegar; 2 teaspoons soy sauce (coconut aminos for whole30); 1 packet  Sazon with achiote; 1 teaspoon Adobo seasoning (in Spanish aisle); 1/2 teaspoon garlic powder; 1/2 teaspoon dried oregano
www.loveandlemons.com/pizza-dough-recipe/,Easy Homemade Pizza Dough,87m,4.9,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,¾ cup warm water; 1½ teaspoons sugar; 1 (¼-ounce) package active dry yeast; 2 cups all-purpose flour (see note); 1 teaspoon sea salt; 1 tablespoon plus 1 teaspoon extra-virgin olive oil
www.loveandlemons.com/egg-bites-recipe/,Egg Bites,30m,4.77,168,48,3,1,1,0.3,84,207,1,5,Extra-virgin olive oil (for the pan); 6  large eggs; ¾ cup whole milk cottage cheese; ¼ teaspoon sea salt; Freshly ground black pepper; 3 cups fresh spinach (3 ounces); ½ cup diced roasted red bell pepper (about 1 pepper); ½ cup chopped green onion (about 2 green onions)
www.recipetineats.com/creamy-dreamy-cauliflower-soup/#wprm-recipe-container-25200,Creamy Dreamy Cauliflower Soup,25m,4.92,92,190,3.1,1.6,14.2,8.6,10,520,33.7,10.9,"3  garlic cloves (, roughly chopped); 1 kg / 2 lb (1 medium head)   cauliflower (, florets broken off and stalk roughly chopped); 8 oz / 250 g (1 large, 2 small)   potatoes (, peeled and roughly diced); 1  large onion (, peeled and roughly chopped); 2 cups milk ((any - dairy, non dairy, full fat or low fat)); 2 cups chicken broth / stock; Salt and pepper to taste; Thyme ((highly recommended!)); Cream and/or olive oil (, to drizzle)"
www.recipetineats.com/chocolate-cream-pie/#wprm-recipe-container-20306,Chocolate Cream Pie,55m,4.93,97,521,38,22,32,2,142,114,44,6,"25  Oreo biscuits (, whole with filling in tact (244g / 8.5 oz) (Note 1)); 60g / 4 tbsp  unsalted butter (, melted); 1/4 cup cornflour / cornstarch; 2/3 cup caster sugar ((superfine sugar)); Pinch of salt; 2 cups milk ((whole or reduced fat, not zero fat)); 1 cup cream ((pouring or thickened/heavy), or sub with milk (Note 2)); 4  egg yolks; 2 tbsp / 30g  unsalted butter (, cut into 1cm / 0.5&quot; cubes); 1 tsp vanilla extract; 150g/ 5 oz  dark 70% cocoa chocolate ( or bittersweet chocolate, finely chopped (Note 4)); 75g/ 3 oz  milk chocolate (, finely chopped (Note 4)); 1 1/2 cups thickened / heavy cream (, for whipping); 2 tbsp white sugar; 1/2 tsp vanilla extract; Chocolate (, for grating (optional decoration))"
www.recipetineats.com/fettuccine-alfredo/#wprm-recipe-container-25128,Fettuccine Alfredo,18m,4.95,69,426,21.9,12.8,N/A,N/A,122,349,46.4,11.5,"8 oz / 250g   dried fettuccine; 3 tbsp unsalted butter; 1  small shallot (, very finely minced (eschallot in Australia) (Note 1)); 1/2 cup heavy cream ((Note 2)); 3/4 cup freshly grated Parmigiano Reggiano or parmesan ((Notes 3 and 4)); 1/4 tsp salt; Good grind of black pepper; Fresh parsley ((optional)); Extra Parmigiano Reggiano"
www.loveandlemons.com/chipotle-sauce/,Creamy Chipotle Sauce,5m,4.95,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,½ cup whole milk Greek yogurt; ¼ cup mayonnaise (Sir Kensington’s is best here); 1  chipotle pepper from a can of chipotles in adobo sauce; 1  garlic clove (peeled); 1 teaspoon fresh lime juice; 1 teaspoon extra-virgin olive oil; 1 teaspoon honey or maple syrup; Sea salt and freshly ground black pepper
feastandwest.com/cinnamon-sugar/,Homemade Cinnamon Sugar,2m,5,58,18,0.02,0.003,4,0.4,N/A,0.1,5,0.03,1/4 cup sugar; 1 tablespoon ground cinnamon
www.koreanbapsang.com/kimchi-soondubu-jjigae-soft-tofu-stew-kimchi/,Kimchi Sundubu Jjigae,25m,4.72,401,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1  package (12 ounces) sundubu  (extra soft/silken tofu); ⅓ cup thinly sliced kimchi; 3 ounces pork or beef; 1 to 3 teaspoons gochugaru (Korean red chili pepper flakes); 2 teaspoons minced garlic; 1 tablespoon sesame oil (use a little more if using more gochugaru); 1 cup water or anchovy broth (See note); 2 to 3 tablespoons juice from kimchi; 1/2 teaspoon saewujeot (salted shrimp) or salt to taste; pinch black pepper; 1  scallion, finely chopped; 1  egg - optional"
